Predicate,Count
P-lost_to_in_American_League_Division_Series,1
P-Scored_in_game,1
P-Assigned_to,1
P-Lost_by,1
P-is_a_prominent_player_for,1
P-ledInvasionOf,1
P-Has_collection,1
P-Shares_thematic_elements_with,1
P-Musical_partner,1
P-Connected_to_through_collaboration,1
P-Is_native_of,1
P-Removed,1
P-placed_third_in,1
P-started,1
P-Opening_act,1
P-Theorized,1
P-Chooses,1
P-Wrote_by,1
P-nearby_company,1
P-Was_crew_chief_for,1
P-post-production_location,1
P-Senator_from,1
P-was_at,1
P-re-released_on,1
P-affiliateOf,1
P-alignedWith,1
P-aimed_to_resolve_tensions_with,1
P-resulted_in_Iraq_ceding_territorial_claims_over,1
P-disregarded,1
P-client,1
P-deployed_in,1
P-tested_by,1
P-Launched_invasion_against,1
P-Provided_support_to,1
P-Vehicle,1
P-Directed_Lionhead_Studios_to_focus_on,1
P-Hosted_reception_at,1
P-Formulates,1
P-Development_contract_with,1
P-Tag_team_with,1
P-Beaten_up_by,1
P-Wrestled,1
P-Build-up_for,1
P-hosted_exhibit_about,1
P-constructed_at,1
P-Includes_content_from,1
P-known_for_role_as,1
P-ruled_on,1
P-expressed_interest_in_collaborating_with,1
P-is_a_pseudonym_of,1
P-was_promoted_on,1
P-used_as_a_filming_location_by,1
P-Ceased_to_appear_on,1
P-handed_over,1
P-Access_to,1
P-Citizenship,1
P-split_into,1
P-attend,1
P-Linked_To,1
P-Elaborated_on,1
P-hosted_matches_at,1
P-Working_for,1
P-are_a_precursor_band_to,1
P-Maternal_Grandfather,1
P-theatrical_success_location,1
P-featured_alongside,1
P-Is_now_part_of,1
P-influenced_printers_at,1
P-Forked_into,1
P-hosted_under,1
P-postponed_because_of,1
P-Concerned_with,1
P-Geographically_close_to,1
P-Tie_in_Opening_Day_games,1
P-center_of_political_power,1
P-sought_assistance_from,1
P-Originally_titled,1
P-Inspired_by_appearance_on,1
P-Pseudonym_of,1
P-Connected_via_slogan_to,1
P-contributions_archived_at,1
P-Brand_name,1
P-Manages_in,1
P-Previously_contracted_by,1
P-History_intertwined_with,1
P-prominent_during,1
P-left_to_host,1
P-central_technology,1
P-career_based_in,1
P-sought_to_cast,1
P-Involved_in_promoting,1
P-Artist_under,1
P-endorser,1
P-Retained_control_over,1
P-Shared_origin,1
P-First_overall_pick,1
P-Closed_due_to,1
P-operated_under,1
P-Has_tenure_at,1
P-Seized,1
P-Conflict_location,1
P-Role_as_ticketing_provider_for,1
P-presidential_advisor_to,1
P-tried_in,1
P-had_an_extramarital_relationship_with,1
P-Replaced_program,1
P-Acquired_players,1
P-Shapes,1
P-Performing,1
P-Created_as_a_tribute_to,1
P-Ordered_inclusion_of,1
P-Leadership_location,1
P-Declared_chemical_weapons,1
P-Collaborated_between,1
P-Supports_through_foundation,1
P-Hometown_of,1
P-Mixed_in,1
P-closely_associated_with,1
P-facilitated_relocation_of,1
P-indirectly_ties_to,1
P-influenced_the_role_of,1
P-Contributed_to_conceptual_development_of,1
P-Reflects_exploration_of,1
P-Foundational_to,1
P-Appeared_in_television_drama,1
P-Expressed_condolences_towards,1
P-participated_in_drafting,1
P-Streamed,1
P-provided_abstract_of,1
P-supported_financially,1
P-published_in_year,1
P-Matron_of_honor,1
P-Won_doubles_title_with,1
P-was_general_manager_of,1
P-Based_In,1
P-final_performance_location,1
P-audio_counterpart,1
P-Indirectly_connects_to,1
P-Mother_knew,1
P-playing_style_similar_to,1
P-victory_over,1
P-Themes,1
P-Historic_homestead,1
P-Features_statue_of,1
P-Connection_reflected_in,1
P-_Sole_owner,1
P-Along_banks_of,1
P-seat,1
P-Considered_by,1
P-Surname,1
P-praised_as,1
P-Writes,1
P-Conducted_missions_against,1
P-Star_quarterback_of,1
P-Result,1
P-A_-_side,1
P-Not_mentioned_or_connected,1
P-work_overlaps_with,1
P-was_against,1
P-photograph,1
type,1
P-Now_uses,1
P-Finished_as,1
P-Injured_with,1
P-co-headlining_with,1
P-Curates,1
P-Moved_following,1
P-Took_the_seat_of,1
P-Acquired_control_over,1
P-Strategic_direction,1
P-created_music_for,1
P-Majority_stake_acquired_from,1
P-seat_of_power,1
P-bought_out_by,1
P-not_owned_by,1
P-Basketball_player_for,1
P-Start_date,1
P-exiled,1
P-Peaked_in,1
P-Filmed_near,1
P-stored_at,1
P-details_life_of,1
P-Senior_Advisor,1
P-developmental_territory_of,1
P-Included_supplementary_materials,1
P-production_company_of,1
P-Accent_Origin,1
P-Issued_decree,1
P-Music_Composer,1
P-analysis_aligns_with,1
P-Spring_training_facility_for,1
P-Established_Year,1
P-Country_or_Region,1
P-is_an_assistant_coach_of,1
P-was_present_during,1
P-captured_in_photograph,1
P-auctioned_through,1
P-collection_of,1
P-authored_first_book_with,1
P-Contracted,1
P-Managed_through,1
P-statue_located_at,1
P-Country_of_death,1
P-is_the_hub_for,1
P-centered_on,1
P-Connected_through_family_member_to,1
P-Residence_is_named,1
nationality,1
P-Current_team,1
P-Reflects_on,1
P-Performing_Venue,1
P-Wrote_a_fan_letter_to,1
P-Lost,1
P-Regained,1
P-Introduced_via,1
P-Ancestors_settled,1
P-Connected_through_family_roots,1
P-Successor,1
P-Discovery,1
P-lectured_at,1
P-entered_into,1
P-Is_in_cast_of,1
P-Adopted_from,1
P-pressed_political_campaigns,1
P-Restructured_into,1
P-EvolvedInto,1
P-AvailableOn,1
P-Mascot,1
P-Athletic_program_has,1
P-Backs,1
P-Involved_in_policies_affecting,1
P-Spent_early_childhood_in,1
P-Claims_as_notable_resident,1
P-Stops_in,1
P-provides_financial_support_to,1
P-is_the_center_of_political_power_for,1
P-managed_on,1
P-exhibited_paintings_in,1
P-Namesake,1
P-Patient_at,1
P-DebutLocation,1
P-CollaboratedOn,1
P-ContractTerminatedBy,1
P-great_uncle_of,1
P-has_heritage_from,1
P-Significant_retailer_at,1
P-Objectivist,1
P-Owned_farm(s),1
P-Integrates,1
P-Centers_On_Location,1
P-also_owns,1
P-Has_contract_with,1
P-provided_aid_to,1
P-was_nominated_at,1
P-affiliateWith,1
P-shares_connections_with,1
P-Subject_of_film,1
P-medals_displayed_at,1
P-Professional_home_location,1
P-Associated_with_theme,1
P-AlliedWith,1
P-was_responsible_for,1
P-Engages_in,1
P-covers_marriage_to,1
P-covers_relationship_with,1
P-Has_sports_team,1
P-was_a_burden_for,1
P-Was_last_release_of,1
P-Ownership,1
P-facilitatedMeetingsWith,1
P-writes_in,1
P-spotted_with,1
P-location_spotted,1
P-speculation_about_marriage,1
P-re-shot_from,1
P-_Introduced_in,1
P-Support_through,1
P-Includes_music_from,1
P-Reactivation_for_event,1
P-Hosted_press_conference,1
P-Handles,1
P-AssociateOf,1
P-Has_solidarity_with,1
P-Simulcasted,1
P-Covered_event_involving,1
P-Company_type,1
P-Employs,1
P-Includes_media_coverage_about,1
P-accessible_in,1
P-will_broadcast_on,1
P-Paintings_displayed_in,1
P-isBasedIn,1
P-Enacted_in,1
P-parted_ways_with,1
P-is_substitute_host_for,1
P-assumed_presidency,1
P-ruled_against,1
P-decision_under,1
P-aired_during,1
P-Early_career_part_of,1
P-won_a_scholarship,1
P-Begun_during,1
P-Initiated_railway_project_to_connect_to,1
P-tomb_location,1
P-renamed_as,1
P-Prominent_In,1
P-Seated_among,1
P-Source_code_available_as,1
P-has_Proposal,1
P-advocacy_for,1
P-dissatisfied_with,1
P-Closest_friend,1
P-Visited_home_of,1
P-Stayed_with,1
P-Solo_work,1
P-made_by,1
P-Exclusively_distributed_by,1
P-Included_stop,1
P-Started_career_at,1
P-studiedAt,1
P-servedAsForeignMinister,1
P-resignedAsAmbassadorTo,1
P-opposedTo,1
P-politicalActivityCenter,1
P-Promoted_to_coach,1
P-Birth_location,1
P-Is_the_primary_ski_area_of,1
P-Family_Roots_In,1
P-Solo_EP_release_under,1
P-national,1
P-Tutor_at,1
P-Includes_image_of,1
P-Noted_under,1
P-Broadcasts_MLS_Cup_on,1
P-Pursued_higher_education_in,1
P-became_partner_in,1
_Receiving_relationship,1
P-Statue_located_at,1
P-Memorial_located_at,1
P-Centers_on,1
P-Occupant,1
P-Weaves_around,1
P-Central_element,1
P-is_native_of,1
P-owners_of,1
P-Tag_team,1
P-Used_name_of,1
P-Hosts_repository_for,1
P-located,1
P-campaign,1
P-win,1
P-Held_significant_influence_over,1
P-has_nickname,1
P-had_guardianship_of,1
P-Manager_of,1
P-IsFirstLady,1
P-First_radio_station,1
P-debut_of,1
P-Home_field_of,1
P-Merged,1
P-Employees_located_in,1
P-50%_workforce,1
P-available_under,1
P-Subseries_location,1
P-Related_work,1
P-Born_to,1
P-Baathist_faction,1
P-Under_Saddam_Hussein,1
P-Secretary_-_General_of,1
P-Acquired_via_trade,1
P-Reunites_with,1
P-Former_teammate_of,1
P-Had_division,1
P-Spin_off,1
P-WasInFilm,1
P-ReleasedInYear,1
P-PerformedAt,1
P-Indirectly_Connected_Through_Marital_Relationship_and_Legal_Context,1
P-time_zone_set_to,1
P-Port_of_registry,1
P-included_event_in,1
P-createdBy,1
P-revived_at,1
P-former_partner,1
P-Approached,1
P-Regarding,1
P-were_defeated_by,1
P-copied_from,1
P-documented,1
P-key_center,1
P-pitched_to,1
P-picked_up_by,1
P-had_implications_in,1
P-Integrated_services,1
P-same_city_as,1
P-Resulted_in_relocation_of,1
P-Half-sister,1
P-Punched,1
P-Missed,1
P-plays_at,1
P-Leadership_by,1
P-Indirect_link_through,1
P-Featured_on_trumpet,1
P-Featured_on_alto_saxophone,1
P-Featured_on_tenor_saxophone,1
P-Featured_on_piano,1
P-Featured_on_guitar,1
P-Assisted_in,1
P-Teaching_Role,1
P-Student_Interaction,1
P-Influence_on_Individuals,1
P-Literary_Connections,1
P-Couple_with,1
P-Former_vice_president_at,1
P-Along_with,1
P-emphasized_commitment_to_staying_in,1
P-would_not_surrender_or_leave,1
P-showed_respect_for,1
P-Released_as,1
P-Pioneer_in,1
P-Formerly_played_for,1
P-Governance_Centered_In,1
P-Image_Displayed_Throughout,1
P-Statue_Destroyed_In,1
P-Policies_Affected,1
P-consolidated_within,1
P-strengthened_role,1
P-Branding_as,1
P-Observatory,1
P-benefited,1
P-first_solo_recording_mentioned_in,1
P-presence_and_contributions_to_jazz,1
P-Flagship_of,1
P-Personal_residence_of,1
P-has_collaborated_with,1
P-has_subunit,1
P-is_a_central_character_in,1
P-Indirectly_linked_through_trade_to,1
P-music_video_filmed_on,1
P-Learned_of_paternity_after,1
P-Center_of_political_power,1
P-military_role,1
P-death_location,1
P-Endemic_to,1
P-_Ensemble_cast_member,1
P-Ensemble_cast_member,1
P-stole_ideas_from,1
P-Sister-in-law_of,1
P-Final_outing_for,1
P-is_recognized_in,1
P-contains_link_for,1
P-carried_bullet_from_duel_with,1
P-previously_streamed_on,1
P-fell_during,1
P-Produced_currency_for,1
P-Engraved_plates_for,1
P-was_shortlisted,1
P-Started_career_in,1
P-Only_acting_appearance_in,1
P-Location_associated_with,1
P-themed_around,1
P-Published_via,1
P-met_in_location,1
P-became_pregnant_with,1
P-co-parented,1
P-Continues_to_be_managed_by,1
P-Reflected_on,1
P-Emotional_response_to,1
P-Is_an_executive_producer_at,1
P-Was_an_A&R_employee_at,1
P-Porting_to,1
P-Ended_era_for,1
P-Academic_at,1
P-Played_a_key_role_in_conversion_to_Christianity_of,1
P-Signer_of,1
P-Mentioned_on,1
P-involved_in_dispute_with,1
P-was_removed_from_power,1
P-placed_on_most-wanted_list,1
P-Comet_in,1
P-theoretical_contribution,1
P-Born_On,1
P-Plays_For,1
P-Scored_Against,1
P-Had_Triple-Double_Against,1
P-Stopped_appearing_at_end_of,1
P-Hosts_code_in,1
P-Was_part_of_team_that_won,1
P-is_parent_company_of,1
P-took_over_assets_of,1
P-Lawsuit_dismissed_by,1
P-Judge_from,1
P-Assassinated,1
P-Stage_debut_location,1
P-Ashes_scattered_at,1
P-orbits,1
P-workedAt,1
P-wasMemberOf,1
P-_coached,1
P-intended_as,1
P-travelled_from,1
P-arrived_in,1
P-is_the_capital_city_of,1
P-Music_Genre,1
P-Involved_in_production_location,1
P-has_endorsement_deal_with,1
P-Scored_against,1
P-Identity,1
P-Explored_in,1
P-Includes_works_by,1
P-Key_area_for,1
P-player_of,1
P-Founded_date,1
P-Collaborated_project,1
P-Involved_in_conflict_with,1
P-Draft_pick_of,1
P-Related_event,1
P-quest_to_locate,1
P-called,1
P-Operate,1
P-Previously_owned_by,1
P-Provided_Voice_To,1
P-isIdentifiedBy,1
location,1
Celebrated_in,1
P-has_daughter,1
P-installed_monument_at,1
P-gifted_monument_to,1
P-referencesLocation,1
P-providedVocalsFor,1
P-上映年份,1
P-Reflects_connection,1
P-_honeymooned_in,1
P-honeyymooned_in,1
P-CareerLocation,1
P-DiscoveredBy,1
P-ReleasedThrough,1
P-HitArea,1
P-CelebratedOn,1
P-served_as_military_figure_in,1
P-carried_out_attacks_on,1
P-professional_career_in,1
P-aimedToCounterInfluenceOf,1
P-archiveHousedAt,1
P-managed_performances_on,1
P-Propagated_in,1
P-predecessor,1
P-Implemented_for,1
P-produce,1
P-Ordained_at,1
P-winning_work_of,1
P-Ancestry,1
P-Convicted_in,1
P-destroyed_during,1
P-Prime_Minister_of_Pakistan,1
P-Performs_on,1
P-ran_in,1
P-release_and_distribution_location,1
P-first_published_in,1
P-explores_themes,1
P-has_cultural_presence_in,1
P-released_at,1
P-has_parody,1
P-Co-director_of,1
P-Subdivision_of,1
P-Is_an_American,1
P-invests_in,1
P-Was_the_last_director_of_military_intelligence,1
P-has_agreement,1
P-renames_to,1
P-Connected_via_attempted_robbery,1
P-Survived_shooting_in,1
P-Correctly_pronounces,1
P-Has_enduring_connection_to,1
P-Core_brand,1
P-formedIn,1
P-Imprint_of,1
P-Founder_is,1
P-production_company_for,1
P-seized_power_in,1
P-focal_point_of,1
P-purchased_stake_in,1
P-Received_art_collections_from,1
P-Relocated_during,1
P-role_during,1
P-Country_estate,1
P-worked_on_next_project,1
P-Title_comes_from_song_by,1
P-Involved_in_production_of,1
P-connected_via_rail_to,1
P-Absent_in,1
P-Awarded_medal_to,1
P-Achievement_connected_to,1
P-became_a_professor_of_logic_and_metaphysics_at,1
P-was_a_rector_at,1
P-Started_acting_in,1
P-In_a_relationship_with,1
P-invades,1
P-Financially_supported,1
P-Projects_Through_SM_Station,1
P-Brand_Ambassadors,1
P-Solo_Projects,1
P-peaked_at_#6_on,1
P-Ashes_interred_with,1
P-Ashes_interred_at,1
P-Crashed_into,1
P-Passenger_of,1
P-Studied_Medicine_At,1
P-Original_Title,1
P-opponent_in_finals,1
P-Meeting_place_for,1
P-relocation_destination,1
P-Streamed_music_from,1
P-Included_victory_over,1
P-Secured_championship_run,1
P-Folded_into,1
P-created_due_to,1
P-cultural_and_historical_center,1
P-Was_significant_for,1
P-Suggested,1
P-Hugo_Award,1
P-considers,1
P-Targeted_for,1
P-Regime_impact_on,1
P-may_collaborate_with,1
P-reside_in,1
P-position_held,1
P-content_available_via,1
P-Provided_vocals_for,1
P-Assassination_place,1
P-Action_towards,1
P-Government_location,1
P-is_alumnus_of,1
P-honored,1
P-attempted_to_ban,1
P-has_professional_link_with,1
P-closed,1
P-Actor,1
P-Behind,1
P-Co-wrote_tracks_for,1
P-Children_Together,1
P-Artistic_Support,1
P-Discovered_Evidence_About,1
P-Maintained_emotional_connection,1
P-Ashes_scattered_over,1
P-associate_with,1
P-extends_towards,1
P-Awarded_at,1
P-Involved_in_trade_with,1
P-Granted_coat_of_arms_by,1
P-context,1
P-influenced_at,1
P-papers_located_at,1
P-Introduced_due_to_demand_for_images_of,1
P-theme_tune_for,1
P-Chronicles,1
P-Wears_outfit_styled_after,1
P-Compares_Kelli_Lombardo_Moltisanti_to,1
P-association,1
P-joined_under,1
P-is_former_president_of,1
P-acquired_trademarks_for,1
P-wintered_at,1
P-noted_as,1
P-Worked_as_a_colonial_police_officer,1
P-Labeled,1
P-also_involves,1
P-Was_pivotal_for,1
P-implicated_in,1
P-assassination_location,1
P-competitor_of,1
P-writes_in_genre,1
P-research_project_of,1
P-add-on,1
P-celebration_included,1
P-celebration_featured,1
P-Documentary_title,1
P-Named_MVP_of,1
P-Function_as,1
P-frequents,1
P-Spiritual_connection_to,1
P-become_majority_shareholder,1
P-drawsInspirationFrom,1
P-produced_music_for,1
P-teacher_of,1
P-thematic_link,1
P-Utilize,1
P-Source_code_written_in,1
P-Not_mentioned_regarding,1
P-Experiment_location,1
P-Powers,1
P-made_his_first_start,1
P-affiliations_with,1
P-introduced_through,1
P-Made_available_on,1
P-criticism_of,1
P-resigned_over,1
P-relied_on_support_from,1
P-Professional_connection_to,1
P-Murdered_by,1
P-Location_of_murder,1
P-killed_at,1
P-holds_title,1
P-held_title,1
P-served_as_president_in,1
P-former_name,1
P-linked_via_ownership_to,1
P-Role_in_event_location,1
P-Foiled_conspiracy_with,1
P-In_relationship_with,1
P-Inaugurated_by,1
P-supported_through,1
P-locationOfCareerStart,1
P-Is_set_in,1
P-Political_career_location,1
P-Evolution_from,1
P-Business_strategy,1
P-Headquarters_country,1
P-Affected_growth_of,1
P-Shifted_economic_focus_away_from,1
P-Maintained_control_over,1
P-Established_as_annex_of,1
P-Was_GM_of,1
P-involves_with,1
P-Performed_separately,1
P-airs_programming,1
P-Retired_number_of,1
P-Aired_In,1
P-Distributes_Content_In,1
P-assists_in_producing,1
P-played_trumpet_on,1
P-Predecessor_to,1
P-H_handed_over_to,1
P-role_in_shaping_history,1
P-actions_during,1
P-minister_at,1
P-Contributed_to_decline,1
P-Ode_to,1
P-Portrayal_of,1
P-News_Division_Of,1
P-Indirect_Connection,1
P-removed_from_power,1
P-Inherits,1
P-Direct_Connection,1
P-refereed,1
P-involved_in_legal_case,1
P-Year_of_Establishment,1
P-cause,1
P-not_considered_for,1
P-soundtrack_for,1
P-debuted_higher_than,1
P-Represented_through,1
P-Documented_expedition_with,1
P-debut_venue,1
P-Statue_carved_by,1
P-facing_challenges_due_to_loss_of,1
P-Encountering,1
P-was_influential_in,1
P-acted_by,1
P-Features_songs_from,1
P-loyal_to,1
P-location_shot,1
P-Missed_playoffs_because_of,1
P-Last_game_of,1
P-aired_coverage_from,1
P-connection_between,1
P-Financed,1
P-Is_the_single_of,1
P-Sold_in,1
P-Addressed_issues_in,1
P-Drawn_from,1
P-Launched_under,1
P-Appeared_as_a_guest_on,1
P-Requested,1
P-Engineered,1
P-FamiliarWith,1
P-ConnectionTo,1
P-ProminentAs,1
P-HelpedEstablish,1
P-early_political_career_location,1
P-wrote_a_review_about,1
P-confrontation_with,1
P-is_used_in,1
P-On_date,1
P-Eldest_daughter_of,1
P-Wished_to_return_to,1
P-Promoted_activities_of,1
P-Place_of_invention,1
P-Utilized_by,1
P-touches_upon,1
P-Recorded_to_support,1
P-Support,1
P-is_a_top_open-source_project_of,1
P-pregnancy_announced,1
P-Was_deputy_chairman_of,1
P-painting_referenced_in,1
P-earned_degrees_in,1
P-is_brother_of,1
P-primarily_rooted_in,1
P-Travelling_towards,1
P-Guardianship_of,1
P-Raised_at,1
P-alumni,1
P-chairman_of,1
P-ousted,1
P-Ex-husband,1
P-regime_of,1
P-won_election_in,1
P-faced_opposition_from,1
P-National_of,1
P-Led_during,1
P-Renamed_by,1
P-apprenticed_to,1
P-Deployed_by,1
P-Key_player,1
P-Family_fled,1
P-Family_returned,1
P-Caused_dismissal_of,1
P-Appointed_as_caretaker_prime_minister_by,1
P-Contributed_to_victory_of,1
P-Withdrew_financial_support_from,1
P-unified,1
P-Allegedly_plagiarized_from,1
P-engaged_in_negotiations_with,1
P-League_member_of,1
P-Themes_in,1
P-Protagonist_in,1
P-debut_against,1
P-injured_in,1
P-Dating_with,1
P-spokesperson_for,1
P-impact_on_governance_of,1
P-includes_performances_at,1
P-played_piano_during,1
P-edits,1
P-Hold_collection_about,1
P-designated_as,1
P-Plot_location,1
P-Soundtrack_for,1
P-Strategy_to_strengthen_position_in,1
P-governance_from,1
P-Funeral_location,1
P-Read,1
P-shut_down_on,1
P-competedIn,1
P-co-star_on,1
P-Successful_stay_attributed_to,1
P-Retained,1
P-has_location,1
P-Revealed,1
P-Were_part_of,1
P-connected_through_mother,1
P-project_location,1
P-led_during,1
P-Added_details_about,1
P-won_over,1
P-Meets_in,1
P-professional_connection,1
P-lives_with,1
P-Is_featured_in,1
P-visited_from,1
P-Occupies,1
P-was_a_prominent_figure_during,1
P-enhances_collaboration_with,1
P-Spun_off_to,1
P-Retained_rights_for,1
P-was_a_fellow_at,1
P-has_artwork,1
P-memorializes,1
P-BandMemberOf,1
P-Causes_pregnancy_of,1
P-Conflict_in_marriage_with,1
P-Breakdown_of_marriage_with,1
P-_Worked_with_,1
P-_Co-founder_with_,1
P-Did_not_win,1
P-Role_in_drafting,1
P-Ended_because,1
P-Symbolic_association_with,1
P-is_located,1
P-Broadcasting_rights_holder_of,1
P-Co-founder_alongside,1
P-Close_friends_with,1
P-Personal_secretary_to,1
P-Helped_establish,1
P-Spent_summers_together_on,1
P-Rely_on,1
P-Opinion_on,1
P-is_based_out_of,1
P-is_precursor_of,1
P-captured_in,1
P-Baptised_at,1
P-Performed_unreleased_tracks_including,1
P-Has_lasting_legacy_in,1
P-Works_connected_to,1
P-used_in_campaign_of,1
P-music_used_in_campaign_of,1
P-isAccessibleThrough,1
P-Centered_at,1
P-visited_home_of,1
P-Final_concert_location,1
P-Features_interview_with,1
P-Features_appearance_by,1
P-Features_members_of,1
P-Invited_to,1
country,1
P-financially_backed_by,1
P-Reverted_to,1
P-Related_to_event,1
P-Location_significance,1
P-Later_location,1
P-Worked_as_color_commentator,1
P-Biographical_Connection,1
P-Professional_Dealings,1
P-Portrait_by,1
P-Nobel_Prize_in_Physics,1
P-transitioned_partnership_to,1
P-content_platform,1
P-Family_resides_in,1
P-Voted_for,1
P-sons_of,1
P-broadcasting_area,1
P-resulted_in_victory_of,1
P-attacked_policy_of,1
P-shifted_public_opinion_against,1
P-solidified_position_as_Prime_Minister_for,1
P-Managed_global_rights_for,1
P-PoliticalAffiliation,1
P-FledTo,1
P-LocationIn,1
P-OpposedTo,1
P-ResidentOf,1
P-ContributedTo,1
P-DegreeFrom,1
P-became_Prime_Minister,1
P-was_imprisoned_at,1
P-was_released_and_resettled_in,1
P-was_forced_to_leave_Iraq_for,1
P-fell_from_power,1
P-summered_at,1
P-equestrianship_achievement_location,1
P-similar_format_to,1
P-Served_as_CEO,1
P-Facilitated,1
P-Politically_active,1
P-Championed,1
P-cultural_exchange,1
P-shared_historical_roots,1
P-descended_from,1
P-settler_in,1
P-married_into,1
P-executive_at,1
P-granddaughter_of,1
P-Selects,1
P-refuge_in,1
P-set_up_base_near,1
P-operated_within_influence_of,1
P-issued_arrest_warrant_for,1
P-Practices_medicine_in,1
P-co-wrote_with,1
P-Romantic_link,1
P-Handover,1
P-Targeting,1
P-Resonated_with,1
P-Remix_featuring,1
P-has_project,1
P-transitioned_into,1
P-in_state,1
P-extended_ideas_of,1
P-Family_background,1
P-Professional_location,1
P-Co-animated_by,1
P-recognized_among,1
P-Desinged_by,1
P-Later_produced_by,1
P-Related_model,1
P-Featured_at,1
P-Channel,1
P-Became_division_of,1
P-Handled_distribution_of,1
P-Was_President_of,1
P-includes_track,1
P-Master_recordings_stored_at,1
P-Aimed_to_explore,1
P-Impact_on_culture,1
P-teaches_about,1
P-Acquired_donations_for,1
P-canceled_by,1
P-murdered_during,1
P-collected,1
P-Mission_location,1
P-Mission_against,1
P-Location_during_sabbatical,1
P-Focus_of_work,1
P-Persecuted,1
P-Ordered_deportation,1
P-Deported_from,1
P-Convicted_of,1
P-Incarcerated_at,1
P-Rebranded_under,1
P-Influenced_career_of,1
P-Representative_from,1
P-In_exchange_for,1
P-Career-high_rebounds_against,1
P-is_traded_from,1
P-linked_through_trade,1
P-debut_in_film,1
P-MostThreePointersRegularSeason,1
P-TiedRecordPlayoffGame,1
P-PlayoffSeriesRecord,1
P-TiedWith,1
P-MadeThreePointersInGame7,1
P-MostOvertimePoints,1
P-provided_financial_support_for,1
P-rebranded_under,1
P-Former_spouse_of,1
P-reviews,1
P-Forms,1
P-Editor_-_in_-_Chief_of,1
Province,1
P-Diplomatic_relations,1
P-Normalizes_ties_with,1
P-Seeks_to_restart_trade_and_cooperation_with,1
P-lists,1
P-became_a_professor,1
P-boosted_profile_of,1
P-Contains_data_on,1
P-early_political_Career_in,1
P-Contract_Signing,1
P-Is_director_of,1
P-Took_over_development_from,1
P-established_presence,1
P-spent_part_of_his_childhood_in,1
P-Elected,1
P--elected_by-,1
P-Resigned_due_to_appointment_as,1
P-Familial_connection,1
P-Year_Established,1
P-Jeremy_Clarkson,1
P-Lures,1
P-Denied_permission,1
P-Acquisition_by,1
P-Granted_citizenship_to,1
P-approved_reissue_of,1
P-Distribution_managed_by,1
P-redeveloped,1
P-renovated,1
P-new_stadium_considered,1
P-admiration_for,1
P-Performing_group,1
P-Year_of_foundation,1
P-Ranked_service_in,1
P-Provides_account_type,1
P-Affects_platform,1
P-Serves_as_trauma_center_for,1
P-Has_unit,1
P-establishes_setting_for,1
P-Played_on,1
P-Official_Mascot_Of,1
P-led_to_achieve,1
P-became_co-host_alongside,1
P-entity_in_story,1
P-Nearby,1
P-dedicated_work_to,1
P-Met_as_school_contemporary,1
P-inherited_control_after,1
P-Gave_majesty_to,1
P-Located_north_of,1
P-Stronghold_for,1
P-published_under,1
P-uses_pseudonym,1
P-folk-rock_sound_influenced_by,1
P-is_the_lead_singer_of,1
P-No_direct_connection_to,1
P-left_for,1
P-Transmitter_located_in,1
P-Plays_music_genre,1
P-Partnered_in_business,1
P-Is_an_official_sub-unit_of,1
P-Organizes_events,1
P-Retired_from,1
P-Compositions_associated_with,1
P-participates_with,1
P-Significant_place_for,1
P-born,1
P-has_contribution,1
P-Center_of_power_during,1
P-Major_stakeholder_of,1
P-worked_against,1
P-Elevated_to_federal_government,1
P-is_produced_by,1
P-seduces,1
P-ally,1
P-helps_defeat,1
P-connected_through_exhibitions_and_cultural_recognition,1
P-Remained_in_good_terms_with,1
P-testified_before,1
P-romanticized,1
P-happened_during,1
P-outlines,1
P-explores_potential_for,1
P-plays_matches_in,1
P-Formerly_a_property_of,1
P-Took_over_by,1
P-observed,1
P-Reburied_in,1
P-Is_a_cast_member_of,1
P-Associated_with_governance_in,1
P-Minister_for,1
P-capital_under,1
P-reached_rank_of,1
P-Appeared_in_film,1
P-Proposed_link,1
P-began_career_with,1
P-relied_on_financing_from,1
P-preface_by,1
P-introduction_by,1
P-initially_under_license,1
P-under_the_umbrella_of,1
P-Resided_on,1
P-Contract_dispute_with,1
P-Venue_for,1
P-Officially_started_with,1
P-Translated_into,1
P-Prize,1
P-Previously_located_in,1
P-Contract_partner,1
P-Heart_buried_at,1
P-Directed_with,1
P-From_location,1
P-Celebrated_by,1
P-Acquired_via,1
P-Became_member_of,1
P-location_tied_to,1
P-Position_held_as,1
P-made_as_aide,1
P-catering_specifically_to,1
P-cinematographer_of,1
P-Relocated,1
P-Celebrate_at,1
P-Is_distinct_from,1
P-sold_goods_to,1
P-later_sold,1
P-was_sued_by,1
P-noted_that,1
P-help_shape,1
P-launched_the_career_of,1
P-received_guidance_from,1
P-same_as,1
P-had_significant_ties_to,1
P-is_influenced_by,1
P-Now_hosted_on,1
P-Now_licensed_under,1
P-Evaluated_by,1
P-Uses_for_hosting,1
P-Gave_a_speech_at,1
P-Planted,1
P-discussed_work_with,1
P-has_edition,1
P-gifted,1
P-Performed_in_song_for,1
P-Critiqued_for_portrayal_of,1
P-Alternative_to,1
P-is_directly_connected_to,1
P-enrolled_as_student,1
P-became_lecturer,1
P-Was_Filmed_In,1
P-Indirectly_linked_to_career_through,1
P-Contains_information_about,1
P-exhibition_location,1
P-Host_location,1
P-recommended_to,1
